경마장,경주일,경주번호,경주거리,마번,경주마,프로그램최종예상순위,프로그램예상순위1,프로그램최근8경주기준예상순위,dark_score,복병코멘트
부산,20240823,5,1400,2,레드재스퍼,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240824,5,1700,4,에덴의동쪽,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240824,6,1300,11,핑크윈드,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240824,7,1200,1,우왕륭,10,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240824,11,1200,1,대물,11,10,11,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240825,2,1200,6,상임스타,6,8,6,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240825,5,1300,6,금성환희,7,6,8,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
서울,20240825,6,1200,6,장군마루,5,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240825,8,1200,4,리얼딜,6,4,7,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240825,11,1200,2,우와륭,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240830,6,1800,3,바벨드리미,8,11,7,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240830,8,1400,1,원더풀보브캣,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240831,9,1300,3,글로벌매직,8,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240831,10,1600,5,선더호스,7,2,7,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240901,4,1600,3,낭만대로,5,4,8,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20240901,5,1400,7,질주열정,9,11,6,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240901,3,1700,6,크리솔크라운,6,8,7,37.5,약함 37.5점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20240901,4,1400,6,트로트퀸,5,3,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240901,5,1300,1,항구스타,7,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240901,7,1200,6,라온더판타,9,11,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240901,9,1400,5,장산포이즌,5,2,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240901,10,1800,3,순간터치,5,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240906,2,1200,4,화이트오일,5,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240906,3,1200,1,베스트리더,8,7,6,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20240906,5,1800,4,폼페이,8,11,9,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240906,6,1400,3,패뷸러스비터,8,8,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240906,7,1400,4,서귀플래시,10,7,11,55.0,복병유력 55.0점 · 구간강점/평가불일치/폼/연대OK
부산,20240906,8,1200,5,서던조이,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240907,1,1700,6,타우루스퀸,8,10,6,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20240907,2,1200,7,다프네,8,10,6,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240907,6,1200,5,라온탑플레이,6,13,9,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240907,7,1200,5,컴플리트하트,9,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240907,9,1400,10,빅에너지,6,4,9,77.5,복병강 77.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240908,2,1300,6,핀홀아이,5,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240908,3,1400,1,머제스틱댄서,7,6,9,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20240908,4,1800,1,밀크데이,5,1,6,67.5,복병유력 67.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20240908,5,1600,1,맨오브더맨,6,10,4,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240908,7,1400,2,최강쏜살,5,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240913,5,1600,7,국대스타,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240913,6,1400,10,오섬선라이즈,4,4,5,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240914,8,1400,1,마이티봄,6,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240914,10,1800,11,패스트트랙,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240915,3,1200,3,발할라,5,7,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20240915,5,1600,2,모닝플로우,9,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240915,6,1400,2,행복한함안,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240915,7,1800,1,영천솔레미오,5,8,6,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240915,3,1700,1,피엔에스미,8,7,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240915,4,1700,3,바람살,10,11,11,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240915,5,1300,10,엘도라도놀부,4,5,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240915,8,1800,4,메이킹스토리,5,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20240915,10,1600,8,용암보스,8,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240927,6,1600,7,스카이샷,5,4,6,50.0,복병주의 50.0점 · 구간강점/폼/연대OK
부산,20240927,7,1800,3,은성영웅,6,10,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240928,7,1800,4,금성환희,11,11,11,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20240928,8,1200,11,거센여제,9,6,10,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240928,9,1200,5,미스터트롯,11,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20240929,3,1200,3,대성돌풍,4,5,3,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20240929,4,1400,2,아너드칸,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240929,4,1400,4,클레어골드,7,5,8,52.5,복병주의 52.5점 · 구간강점/평가불일치/폼/연대OK
서울,20240929,5,1200,11,아치러너,8,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240929,7,1800,8,하이그랜드,9,11,4,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20240929,8,1600,1,콜긴,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241004,3,1400,5,스테로페스,9,10,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241004,4,1200,2,제트캐시,9,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241004,5,1800,2,로드투톱,10,10,11,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20241004,6,1800,9,스텔루나,10,9,11,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241005,4,1700,4,골든스나이퍼,5,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241005,5,1200,4,스마트별,8,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241005,6,1400,11,스파클링,6,11,7,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241005,7,1400,3,케레르,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241005,9,1200,4,바이킹하트,4,1,9,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241005,10,1800,3,어나더레벨,8,11,7,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20241005,11,1800,9,콩코드스퍼트,5,2,5,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20241006,1,1200,1,식스히어로,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241006,6,2000,3,라온더파워,5,8,7,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241006,5,1700,9,퍼스트슈,9,8,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241006,6,1300,8,골드시대,4,7,4,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241006,8,1600,9,마이티짱,4,10,4,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241006,9,1700,5,파워풀삭스,8,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20241011,2,1300,10,드물어,4,5,4,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
부산,20241011,3,1400,5,월드엔젤캣,9,8,9,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241011,7,1400,3,골든포인트,6,1,7,60.0,복병유력 60.0점 · 구간강점/평가불일치/폼/연대OK
서울,20241012,1,1000,7,행복한승부,6,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241012,5,1700,9,엠케이리,5,5,5,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241012,7,1400,8,금성크라운,7,5,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241012,11,1400,6,밀리언파티,9,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
부산,20241013,5,1800,8,러닝워리어,11,11,11,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241013,3,1400,8,원더풀폭스,6,8,7,47.5,복병주의 47.5점 · 구간강점/폼/연대OK
서울,20241013,5,1400,5,컴플리트파티,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241013,8,1800,8,새로운빛깔,9,9,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241013,9,1400,8,제다이포스,4,2,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241018,4,1200,2,대호마,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241018,5,1800,5,스타티세,8,4,8,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
부산,20241018,6,1800,3,콩코드파크,9,9,9,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241018,8,1400,3,톱파이어,9,10,8,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241019,4,1300,8,혜원용마,5,6,5,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241019,5,1300,1,나올인디,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241019,8,1200,10,우와륭,7,9,6,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
서울,20241019,9,1400,6,학산마초,10,9,10,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241019,10,1700,6,천행챗,8,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241019,11,2000,5,대완구,4,5,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20241020,3,1600,2,스카이샷,9,10,6,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20241020,4,2000,6,플라잉스타,5,6,7,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241020,6,1200,9,용비패왕,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241020,2,1400,1,학산대세,7,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241020,3,1300,8,큐피드미르,4,6,6,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241020,5,1700,2,정상히트,7,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241020,9,1800,7,킹아너,7,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241025,5,1600,6,핀홀아이,8,9,8,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241025,7,1200,2,투투플라잉,11,12,11,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241026,4,1700,2,오푸스퍼플,6,7,7,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241026,5,1700,8,골든스나이퍼,9,8,8,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241026,6,1400,3,맥스위크,10,10,9,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241026,7,1600,4,빛의카,7,6,8,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/체중/부담안정
서울,20241026,8,1400,7,강한퀸,8,9,9,55.0,복병유력 55.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241026,9,1800,2,골든아너,4,7,3,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241026,10,1400,2,월드섀넌스,4,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241026,11,1200,5,장산스포,4,7,4,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
부산,20241027,3,1200,2,로드투선더,10,9,7,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241027,4,1400,1,영광의터치,4,3,4,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241027,3,1400,6,캡처,6,7,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241027,4,1400,8,엘리트피스,6,4,8,65.0,복병유력 65.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정
서울,20241027,6,1400,4,핑크골드,5,7,5,60.0,복병유력 60.0점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241027,7,1200,1,창조의아침,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241027,9,1400,2,걸작드림,7,11,7,55.0,복병유력 55.0점 · 구간강점/평가불일치/폼/연대OK
서울,20241027,10,1200,5,문학이글,4,6,4,70.0,복병강 70.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241101,5,1200,1,오션원탑,8,9,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/체중/부담안정
부산,20241101,6,1800,5,범이내려온다,11,11,10,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
부산,20241101,7,1800,3,위드스타,12,10,10,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241101,8,1600,4,벌마의전사,4,8,4,75.0,복병강 75.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241102,3,1300,5,코탑,6,7,8,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241102,6,1700,7,에브리참,8,9,11,40.0,복병주의 40.0점 · 폼/연대OK/체중/부담안정/기수/조교OK
서울,20241102,8,1400,7,스마트삭스,6,8,5,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241102,9,1200,6,엑설런트탄,7,4,8,55.0,복병유력 55.0점 · 구간강점/평가불일치/폼/연대OK
서울,20241102,10,1200,3,리버태양,5,3,4,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241103,2,1300,5,달빛위에,4,4,4,65.0,복병유력 65.0점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
서울,20241103,4,1400,8,서머파티,5,7,6,57.5,복병유력 57.5점 · 구간강점/폼/연대OK/기수/조교OK
서울,20241103,7,1600,7,선더호스,7,3,9,80.0,복병강 80.0점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241108,2,1300,2,제트선,6,5,6,67.5,복병유력 67.5점 · 구간강점/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241108,4,1600,8,스타티세,7,5,8,72.5,복병강 72.5점 · 구간강점/평가불일치/폼/연대OK/체중/부담안정/기수/조교OK
부산,20241108,8,1200,2,사바하,9,7,10,62.5,복병유력 62.5점 · 구간강점/평가불일치/폼/연대OK/기수/조교OK
